Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled
2008,1,3,4,1716,1710,1828,1805,2624,72,55,44,23,6,248,16,12,0
2008,1,3,4,0,1800,0,1910,2441,0,70,0,0,0,308,0,0,1
2008,1,3,4,1904,1855,2022,2025,3685,78,90,59,-3,9,290,4,15,0
2008,1,3,4,1549,1455,1715,1610,374,86,75,62,65,54,267,7,17,0
2008,1,3,4,1005,940,1255,1305,1933,170,205,155,-10,25,1142,7,8,0
2008,1,3,4,1254,1245,1409,1405,1609,195,200,180,4,9,1210,6,9,0
2008,1,3,4,750,730,1002,950,1414,72,80,59,12,20,402,6,7,0
2008,1,3,4,1037,1015,1200,1155,223,83,100,72,5,22,570,2,9,0
2008,1,3,4,622,615,750,755,10,148,160,132,-5,7,848,3,13,0
2008,1,3,4,2011,2015,2103,2105,549,52,50,37,-2,-4,159,2,13,0
2008,1,3,4,2045,2005,42,15,109,177,190,166,27,40,1448,4,7,0
2008,1,3,4,1230,1215,1331,1310,2018,61,55,36,21,15,197,4,21,0
2008,1,3,4,1034,1020,1246,1225,898,132,125,114,21,14,671,4,14,0
2008,1,3,4,700,655,1241,1250,568,221,235,205,-9,5,1728,7,9,0
2008,1,3,4,615,610,1216,1215,792,241,245,219,1,5,1844,8,14,0
2008,1,3,4,1108,1045,1255,1240,3943,167,175,154,15,23,1044,5,8,0
2008,1,3,4,1749,1725,2019,2030,2175,150,185,138,-11,24,1052,4,8,0
2008,1,3,4,1713,1700,1810,1800,3509,57,60,39,10,13,178,7,11,0
2008,1,3,4,1927,1855,2049,2020,520,82,85,64,29,32,390,9,9,0
2008,1,3,4,1635,1630,1715,1725,426,100,115,87,-10,5,550,3,10,0
2008,1,3,4,919,920,1555,1605,2452,276,285,263,-10,-1,2277,3,10,0
2008,1,3,4,945,930,1222,1210,1006,97,100,86,12,15,601,4,7,0
2008,1,3,4,617,615,652,650,11,95,95,70,2,2,451,6,19,0
2008,1,3,4,1305,1050,1421,1210,680,76,80,63,131,135,337,5,8,0
2008,1,3,4,803,805,929,935,342,86,90,68,-6,-2,447,3,15,0
2008,1,3,4,1454,1425,1622,1600,1022,88,95,72,22,29,507,3,13,0
2008,1,3,4,836,835,1001,1000,207,145,145,133,1,1,843,3,9,0
2008,1,3,4,2056,2000,2203,2105,343,67,65,56,58,56,308,5,6,0
2008,1,3,4,1424,1400,1709,1655,1214,105,115,92,14,24,689,3,10,0
2008,1,3,4,2046,2010,2159,2130,2901,73,80,61,29,36,389,5,7,0
2008,1,3,4,1614,1600,1833,1825,1925,79,85,60,8,14,487,4,15,0
2008,1,3,4,901,900,1051,1100,425,230,240,216,-9,1,1489,4,10,0
2008,1,3,4,2008,1805,2139,1930,646,91,85,70,129,123,337,5,16,0
2008,1,3,4,915,915,910,915,1028,55,60,45,-5,0,295,3,7,0
2008,1,3,4,1255,1240,1825,1835,245,210,235,201,-10,15,1750,4,5,0
2008,1,3,4,1457,1430,1613,1550,828,76,80,66,23,27,446,2,8,0
2008,1,3,4,1524,1500,1714,1650,1320,110,110,92,24,24,655,5,13,0
2008,1,3,4,1932,1900,1949,1900,875,77,60,42,49,32,256,27,8,0
2008,1,3,4,1100,1040,1414,1410,1847,134,150,124,4,20,997,4,6,0
2008,1,3,4,1936,1925,2028,2020,3657,52,55,40,8,11,210,4,8,0
2008,1,3,4,646,620,725,655,1580,99,95,77,30,26,484,6,16,0
2008,1,3,4,1925,1835,2030,1945,1276,65,70,51,45,50,333,4,10,0
2008,1,3,4,1118,1050,1333,1305,3572,75,75,54,28,28,365,3,18,0
2008,1,3,4,859,850,1343,1345,565,164,175,148,-2,9,1295,4,12,0
2008,1,3,4,626,620,950,955,3419,144,155,134,-5,6,1009,3,7,0
2008,1,3,4,1645,1635,1832,1835,1254,227,240,219,-3,10,1501,4,4,0
2008,1,3,4,822,805,921,910,2177,59,65,46,11,17,251,3,10,0
2008,1,3,4,856,850,950,1000,1655,114,130,102,-10,6,718,4,8,0
2008,1,3,4,946,940,1045,1045,1037,59,65,46,0,6,258,2,11,0
2008,1,3,4,1741,1740,1838,1835,2027,57,55,46,3,1,248,4,7,0
2008,1,3,4,850,740,1046,940,1016,236,240,220,66,70,1521,5,11,0
2008,1,3,4,1201,1110,1337,1235,635,96,85,65,62,51,417,11,20,0
2008,1,3,4,811,810,932,935,112,81,85,68,-3,1,491,3,10,0
